gene	K_18	K_19	G_20	K_21	K_22	K_23	G_24	G_25	G_26	G_27
219212_at	170.5	187.3	211.5	225.8	328.3	216.3	271	226.3	251	311
219213_at	173.5	116.3	205	211.3	237	157	165.5	183.5	223.3	273.5
219214_s_at	188	192.8	273.8	196.3	394	263.3	248	196.5	296.3	351
219215_s_at	120.8	140	170.8	167.3	205.3	145.5	153.5	149	174.3	307.3
219216_at	89.5	84.5	94.5	99.8	101	77	100.3	111.3	109.8	143.8
219217_at	135	133.5	256	170.8	292.8	162.3	273.3	304.8	261.3	359.5
219218_at	157.5	125.5	210.5	244	228	149.3	199.3	207.5	225.8	308.3
219219_at	142	155.8	195.3	183	223	141.5	216.3	192	208.5	337.8
219220_x_at	202.5	163	271.5	328.8	335.3	226.5	325	263.5	313.5	340.8
219221_at	213.8	127.3	215	510.3	277.8	172.3	210.3	200.3	220.3	269.5
219222_at	199.8	123.8	210.5	231.5	283.3	167	232	207.8	195.8	274.8
219223_at	220.8	169.5	270	244.5	339.5	218	248	235	252.3	377
219224_x_at	217	213	310	326.8	375.5	215	278.3	272.3	359	470.3
219225_at	120.5	94	111.8	148.3	158	96.8	114.5	106.8	150.3	248.5
219226_at	122.3	118.3	192	155.8	314.3	133.3	188.8	189.8	222.5	242.5
219227_at	142.5	102.5	134.3	194.8	217.8	129	157	179	211	274.8
219228_at	258	230.3	507	383.3	454.5	266	487.8	482.3	586	422
219229_at	113.3	83.5	117.3	115.5	122	96	148.8	113	148.3	239.8
219230_at	85.5	69.5	94.5	97.5	101.5	87.5	89.8	102	92	172
219231_at	173.3	116.5	203.3	207.5	215.5	156.5	172.3	213.3	233.3	282.8
219232_s_at	99.3	77.3	104.5	117.3	120.5	88	126.3	109.8	116.3	203.5
219233_s_at	235.5	191.3	377.8	307	350	307.3	228.8	290.8	355.3	301.8
219234_x_at	86.3	72	98	107.3	109.3	79.3	86.5	93.5	110.3	177.3
219235_s_at	186	162.3	293.8	204	381.3	157.8	214	289.5	243	334.5
219236_at	201.5	130.3	209	261.5	303.5	201	231.5	228.5	281.5	272.5
219237_s_at	138.8	129.3	213.3	253.3	187.3	135.8	169	222.8	182.3	232.8
219238_at	226.3	200	252.8	298.8	416	229.5	241	262.3	277.8	319
219239_s_at	157	106.5	195.3	181	252	142.8	172.3	178	205.5	232.3
219240_s_at	121.5	109	128	137.5	177.3	127.3	135.8	133.3	144.5	194.8
219241_x_at	188.3	168.8	243	218.3	260.3	246.8	208.3	202.5	227	291.3
219242_at	128.5	144.8	163	180.5	172.3	152.5	185.8	189.3	182.3	280.8
219243_at	97	83.3	100.5	119	104	82.8	174.3	94.8	205.5	221.3
219244_s_at	187.3	172.3	243.3	276.3	381.8	194.3	235.8	250.8	282.5	313.5
219245_s_at	164	142.5	204.5	218.5	318.3	187.3	210.5	217	226.8	340.3
219246_s_at	135.5	126.3	226.3	169.5	234.8	174.5	146	200.8	203.3	290
219247_s_at	142.5	132.3	211.5	179.3	206.5	169	219.8	183.3	246.8	324.3
219248_at	154.8	156.3	191.5	181	223.5	171	199.8	200	248.5	273.3
219249_s_at	157.5	116	192.5	211.8	237.8	146.5	164.8	190.8	199	282
219250_s_at	101.3	74.5	109.3	115.3	115.8	90	118.3	101	122	163
219251_s_at	132.5	110.3	165	193.8	193	130.5	165.5	162.8	167.3	319.3
219252_s_at	91	87	133.8	138.3	134.8	97.3	158.5	123	125.5	235.5
219253_at	91.3	106.3	151	130.3	133.3	93	127.3	134	154.8	268.3
219254_at	130.3	114.3	149.5	155.3	186.5	125.8	142.5	166	173	338.5
219255_x_at	279.3	115.3	207.5	237	303.3	149.3	200.5	194.3	228	298.5
219256_s_at	150.8	132.8	509.8	231.3	292.8	230.5	300.5	328	398.3	484.8
219257_s_at	220.3	148	295.3	271.5	314.8	210	345.5	295.3	239	372.5
219258_at	108	99.5	122	143.3	180.3	93.5	139.5	137.8	146	226
219259_at	272	329.5	426.5	443.5	551.8	369.5	361.5	345.5	366.3	485.3
219260_s_at	175.5	145.5	230.3	244.3	360	179.5	196.8	249.8	222	345.3
219261_at	270	258	396.5	340.8	639.3	303	359.5	372.5	465.3	472
219262_at	70.3	56.3	65.5	77	80.3	68	76.5	74.5	83.5	149.8
219263_at	87.8	64	83.8	85.5	105.3	84.5	98	89	91.8	157.8
219264_s_at	101.8	96.3	131	143	177.5	117	160	130.5	153.5	260.3
219265_at	254.3	185.8	381.3	343	341	227.3	340.5	333.5	353.3	412.3
219266_at	90.8	86	126.5	108	124.3	117.8	123.3	134.5	150	202.5
219267_at	115	74.5	232.8	142	163.3	91.3	143	158.5	240.8	293
219268_at	155.3	119.3	193	186.5	216.5	152.3	189.5	177.5	182.3	286.8
219269_at	435.3	338	695.5	678.5	756.8	426.3	541.3	608.3	621.5	770.8
219270_at	146.5	105.3	162.3	188.5	192.3	148.8	176.5	179.3	194.5	412.3
219271_at	159.8	117	172.3	184.3	205.3	163.3	145.5	164	184.3	352.3
219272_at	193.8	165.5	285.3	243.5	296.5	229.3	223.8	242.8	285.3	426
219273_at	119.3	98	144.8	162.3	188.8	131.3	141.8	134	175.3	246.8
219274_at	75.3	57.3	84	97.8	85.8	71	74.5	67	101.5	150
219275_at	115	115.8	147.8	142	153.3	118.5	141.5	166	170	248.5
219276_x_at	128.3	134.8	166.3	197.3	220	161.5	169.5	182.8	229.3	269.8
219277_s_at	130.3	114.3	173.3	194.8	205.5	124.3	158.8	171.3	198.8	257
219278_at	134	106.3	146	159.5	163.3	119	142.5	144	143.3	273.3
219279_at	205	223.3	236.3	307.8	359.8	249.3	235.3	261.8	392.3	264.3
219280_at	86	61.3	117.3	106.3	101.8	87.8	115.5	111.5	115	201.5
219281_at	176.3	160.8	277.3	239.3	344.3	188.5	253	264	312	379
219282_s_at	193.3	148	239.3	236.8	374.5	252.8	244.8	292.5	304	346
219283_at	106.8	119.3	117.3	135	201	136.3	163.8	135.5	152.5	215.8
219284_at	159.8	157	197.8	216	304.3	245	205.3	256.3	248.8	254
219285_s_at	72.3	57.5	79	85.8	86.3	76	86.8	77.5	99	226.8
219286_s_at	226	273	554	338.3	455	313.3	503	482.5	622.5	645.3
219287_at	199	145	230	241.5	282.3	202	263.5	231.5	288.5	302.5
219288_at	111	115.5	110.8	151	189.5	149.5	111	115	123.5	197.5
219289_at	80	88.8	106	92.5	105.5	83.3	108.3	92	138.3	173.8
219290_x_at	183.5	217.8	324.3	214	325.5	162.5	327.5	325	364.8	304.5
219291_at	81.3	75.5	91.3	103.8	115	85.8	107.3	102.3	116	142
219292_at	87	97.8	109.3	119	154	90	124	109	135.3	210
219293_s_at	235.3	211	321.8	330	327.8	296.3	393	317.5	449.8	485.3
219294_at	86.3	58.8	76.8	83.8	101.5	84	104.8	80.5	88	145.5
219295_s_at	68.5	62.3	79	90.5	100.5	74.5	108.8	80.8	93.5	161.8
219296_at	99.5	99	126	141	142.3	119.8	144	130.3	127.8	189.8
219297_at	124	109	154.3	169.8	153.8	124	152	173.8	170	251.3
219298_at	137.5	116.5	184	183.3	201.8	126.8	174	153.3	176	268.3
219299_at	141.8	130	181	164	243.3	126.8	190.8	163.8	218.8	276.5
219300_s_at	237	157.3	223.3	238.3	179.3	125.5	217.8	211.3	200.5	228.3
219301_s_at	204	263.3	187	123.3	84	79	157.3	146.8	189.5	168.5
219302_s_at	129.3	106.3	115.3	115	94.8	82.3	103.5	90.5	132.8	180.3
219303_at	113	98.8	138.3	135.5	153	134.8	138.5	151	175.3	216
219304_s_at	405.8	216.3	116.3	164.8	342.5	239	169	123.3	134.3	197.3
219305_x_at	124	172.3	184	194	206.8	137	162.8	177.3	183.5	321.8
219306_at	111	89.5	134.3	162.8	159.5	129	167.3	120.8	132.8	209
219307_at	118.3	118.3	159.8	175.3	182	118	137.3	195.8	166	248
219308_s_at	138.5	82.5	187.3	162.3	177	156.3	186	184	216.8	233
219309_at	128.3	90	134	147.5	151.3	136	150.5	144.3	151.5	239.5
219310_at	117.8	83	141.3	146	159	115.5	172.3	132.8	148.3	226.8
219311_at	106.8	94.8	134.5	136.8	194.8	127.8	153.3	139.3	143	210.3
219312_s_at	62	67	109	101	96.3	80.3	109.8	108.5	139.3	148.3
219313_at	80	58.5	90.5	105	116.3	95.3	137.8	108.3	121.3	228.3
219314_s_at	209.5	127	229.5	340.3	314.5	208.3	292	242.3	247	355.3
219315_s_at	142.5	109.3	207.5	183.5	190.5	141	186	195.8	248.5	241.3
219316_s_at	102	78.3	131.5	140	165.8	94.5	153.5	140	213	217.5
219317_at	92.5	97.8	122.8	116.8	139.5	133.5	118.5	141.8	164.5	179.3
219318_x_at	157.3	118	182	174	207.5	157.3	179.8	168	190.5	266.8
219319_at	158.5	139	176	261	237.8	148.3	193.3	200.8	208.8	251.8
219320_at	192.3	156	240.5	245.5	275.8	197.3	246.3	237.8	276	319
219321_at	87	63	102.3	115.8	119.3	91.3	102.3	105	127	181.5
219322_s_at	109.5	129.3	145.8	170.3	163	158.8	139.8	142.5	172	236.3
219323_s_at	194.5	154.8	233.5	238.3	288.5	213.3	235.5	247.3	216.3	353.8
219324_at	132	143	219	190.5	283.5	175.5	174.5	187	208.3	318
219325_s_at	85.8	65	85.3	98.8	128.3	93	95.3	94.5	114.8	202.5
219326_s_at	151	121.8	213.3	201	235.8	138	228.8	237	253.3	337
219327_s_at	122	105.5	163	169	191.5	123.5	166.8	164.3	170.5	341.3
219328_at	203.5	192.5	337	338.5	394.3	235.3	276.8	316	369.3	469.8
219329_s_at	398	573.5	666.3	485.3	904	523	536.3	522.3	560.8	707.5
219330_at	94	80.5	114	119.3	119	95.3	116.5	93.5	122.3	180
219331_s_at	177.8	127.8	195.5	233	246	158.3	193.8	202.3	214	272.8
219332_at	113	88.8	139.3	173.3	158.5	126.5	124.5	157.8	166	289.5
219333_s_at	208	165.5	400.3	354.8	521.3	292.3	309.3	408.5	372.3	418.8
219334_s_at	66	58.5	70.3	88.5	80	79	86.3	73.8	85	181.5
219335_at	125.3	109.8	119.3	128	183.5	156	125.3	154.5	170.5	241.3
219336_s_at	158.5	189.8	217.3	259.3	358.8	161.3	173.5	225.3	237.5	293
219337_at	170.8	144.3	210.8	244.3	244	182.3	202	210.8	254	314.8
219338_s_at	116.3	85.5	122	157.8	129.8	103.5	110.5	120.8	122.8	237.3
219339_s_at	124.3	108.8	181.5	183	251	133	159.8	161	191	301.5
219340_s_at	102	113.3	170	159.3	181.5	133.5	155.3	165.5	183.5	227
219341_at	104	101.8	173.8	158	192.5	127.5	159.5	155.3	168.3	262.5
219342_at	119.5	128.3	177.8	214.8	207.5	130.3	156.5	176	230.3	279.8
219343_at	97.8	97	147.3	136.8	165.3	121.3	147	147.3	165	192.3
219344_at	251.3	223	286.3	356.8	412.8	277.3	249	275.3	332.8	477.8
219345_at	108	88.5	133.3	141.8	148.5	113	116.3	107.5	136	249
219346_at	86	71.3	113	123.5	126.5	93.8	88.5	105.3	140.3	211.5
219347_at	88	70	109.3	99.3	126.5	97.8	139.5	100.3	124	178.5
219348_at	125	199	212	166.5	208.5	174	171.8	183.3	211	278.3
219349_s_at	119.3	135.3	182	154.8	191.5	115.5	181.3	208.3	207	252.8
219350_s_at	338.8	255.5	342.8	438.3	569	330.8	405.3	353	395.3	400
219351_at	163.5	160.5	204.5	211.8	257.5	253.5	266.3	218	269.8	317.3
219352_at	154	108.5	172.8	161	229.3	161.5	191.5	162.3	205.3	290
219353_at	90.8	96	106.3	138.8	114.8	95.8	127.8	116.5	125.3	155
219354_at	164.5	110.5	177.8	226.3	239.8	146.8	213	184.5	202.5	330.8
219355_at	97.8	74.3	162.5	107.5	112.3	86.3	168	199	200.5	246.5
219356_s_at	142.8	166.5	206.5	226.5	284.3	194	216.3	202.8	310.3	273.5
219357_at	226	262.8	391.3	297	578.8	291.5	396	328	434.8	411
219358_s_at	187.5	129.5	207.5	244.8	239.5	159.8	231	241	249	287.3
219359_at	394.5	298.3	362.8	584.3	1074.3	304.3	305.8	337.3	354.3	375
219360_s_at	102.5	83.5	123.3	130.5	159.3	140	145	117.5	138.8	270
219361_s_at	193.8	213.5	410.3	265	313.5	194.8	315.5	343.3	430	411.3
219362_at	117	87.3	152.3	140	169.5	116.3	151.3	147	164.3	234.3
219363_s_at	114.5	130	138.3	160.8	163.5	92	129.3	136.3	177.3	204.5
219364_at	194.8	136.8	245.5	213	281.3	171.8	257.8	252	232	358.3
219365_s_at	184.5	144	207.8	292.5	262.3	185.5	248	198.3	228.3	358.8
219366_at	116	111.8	137.3	146.5	188.5	126.8	153.8	130.5	182.3	257
219367_s_at	226.5	165.8	250.8	221.5	303.3	180.5	243	234.8	269	255.3
219368_at	79.8	63.3	77	90.5	88	77.5	102.3	86.3	97.8	176.3
219369_s_at	106	99.3	140.8	147	175.3	108	143	136.8	153.3	226.8
219370_at	151.5	124.8	186.3	188.5	202.3	154.8	182.3	186	211.3	280.8
219371_s_at	691.8	1250.3	2785.3	2278	1489.8	464	1954.3	2476.3	2779.5	2072.3
219372_at	75.3	82.5	83.3	87.5	111.8	86	93	87.3	106.5	155.8
219373_at	172.8	154.5	227.8	223.8	282.8	176.3	226.3	197	206.8	337.3
219374_s_at	107.3	114	158	172.3	172	124.5	162	161	193.3	341.3
219375_at	241.5	158.5	252	276.5	292	229	276.8	281.8	256.3	257.3
219376_at	97.3	80.8	106.5	144	143.8	108.8	99.5	106.8	110.8	208.3
219377_at	102	84.3	114	128.3	122.5	108.5	118	114.3	129	211.3
219378_at	175	220.3	210.3	214	244.5	210	221.8	243.8	302.5	226.3
219379_x_at	137.3	123.8	204	190.3	205.3	157.3	234.5	210	223	309
219380_x_at	59.5	56	68.5	75.8	72.8	69.5	72.3	67.3	78	150.8
219381_at	81	74.5	93	90.5	110.3	78.8	124	95.3	109	192
219382_at	143.8	95	179.3	168.3	246.5	132.3	174	221	238	271
219383_at	98.3	70.3	109.3	117.8	136.8	94.8	109.5	99.8	122	181.8
219384_s_at	202.5	161.3	257.3	245.5	321.5	140.3	221.5	250.5	307.3	315.3
219385_at	148.8	113.8	175.5	218.3	211	150.5	205.8	167.5	188.8	294.3
219386_s_at	89.5	72.3	112.5	108.3	124	94.5	103	106.8	117.5	199.3
219387_at	137.3	83	79.3	374.5	162.3	177.3	81.5	73	87.8	147.8
219388_at	129	83	139.3	170.8	162	124.8	137.3	132.3	142	182.8
219389_at	193.3	144.5	212	252.3	242.8	216.8	163.5	199.5	210.3	412.3
219390_at	104.3	73.3	121.3	115	166.5	96.3	125.3	148	147	185
219391_at	81	69.3	104	94.5	91	85	129.5	101.3	120.3	209.8
219392_x_at	602.5	411.8	616.3	678.3	665.8	474.8	349.8	784.8	653.3	568.3
219393_s_at	100	72.3	112.3	112	124	92.3	107.5	111.8	145	212.5
219394_at	218	199.3	273.8	280	384.3	190.8	245.5	257.3	258	385.8
219395_at	139.3	113.3	154.3	178.5	167.5	142.3	169.8	135.8	147.8	333.5
219396_s_at	176.8	138.3	321.3	186	272.3	142.8	296.8	301.5	304.5	408
219397_at	215.3	191.5	289.3	340	352.3	244.5	295	259.3	374	394.5
219398_at	183.8	135.8	256	318.3	283.3	204.5	251	249.3	238.5	358.3
219399_at	72.3	64.3	89.8	95	112	80.5	103.3	104.3	107	172.3
219400_at	258	321.5	270.3	630.5	657.3	233	238	248.3	307.8	379.3
219401_at	139	120.3	183.3	162.8	196.5	141.8	159.3	169.8	171.3	312
219402_s_at	165.3	216	351.8	337.5	501.8	171.3	421.3	364.8	416.8	397.8
219403_s_at	120.5	97.5	131.3	147.5	153.5	107.3	157.8	147.3	175.8	223.5
219404_at	195.8	139.3	233.3	267	246.3	160.3	236	228	270.3	357.3
219405_at	180.8	169	176.5	179.8	401	244	158.5	183.5	198.5	234.3
219406_at	149.8	120.5	183.3	186.3	203.3	137	184	181.5	183.5	283.3
219407_s_at	145.8	108.5	160	175.3	189.3	130.3	147.8	145.8	173.8	273
219408_at	138.3	109	155	175.8	186.3	135.5	146.5	129.3	176	297.5
219409_at	155.5	129.5	231.8	220	258.3	165.8	218.5	238	230.3	311
219410_at	94.3	77.5	100.8	111.3	130.5	91.3	110	117.5	121	175.5
219411_at	146.3	134.8	145.3	154.3	164	127.3	135.3	132.8	159	318.5
219412_at	96	95.8	125	138.5	170.8	112.5	142.3	125.3	151.8	256.3
219413_at	273.5	199	377.8	343	397	263.3	355.5	311	375.5	403.8
219414_at	117.3	103.3	155	149.8	193	141.5	138	154.5	162.3	249
219415_at	90.5	75.5	89	111.8	109.3	84.5	107.8	90.5	105	217.3
219416_at	133.5	108	187.3	189	213.3	150.5	175.3	153	206	282.5
219417_s_at	196.5	195.5	264.8	269.8	439	216.3	271.8	244.3	296.5	319.5
219418_at	267.8	214	375.3	336.5	452	288.3	374.8	342.8	379	335.8
219419_at	125	136.5	260.3	270.3	259.8	210	321.5	271.3	283.5	291.3
219420_s_at	197.3	166.8	258	279.5	307.3	220.3	263	272.5	295.8	370.8
219421_at	96.8	93	115.5	134	134.3	103.3	124.3	119	126	202
219422_at	122.3	113.5	165.8	181.3	158.5	131.3	172	162.5	191.5	269
219423_x_at	85.3	80.8	132	122.8	163.5	99.5	168.3	99.8	173.5	249.5
219424_at	137.8	92.8	171.5	166.3	178.8	116	148.8	174.8	178.5	261.8
219425_at	161.3	109.5	167.8	204	187.5	146.3	172.3	148.5	213.3	294.8
219426_at	105.5	99	130.5	169	132.3	118.8	121.5	129.8	138.3	224.8
219427_at	82.5	68.8	95	92.8	93.5	80.8	108	85	94.3	187.3
219428_s_at	231.5	171.3	351.8	331.5	385.5	235.5	280.3	355.8	307.3	471.5
219429_at	122.3	79	118.5	169	139.3	133.3	125	103.3	132.5	241
219430_at	99.8	90.5	118	104.8	146.3	93	105.3	112	123.3	267
219431_at	131.5	109.5	166	162.3	194.3	109.5	190	180.5	182.5	256
219432_at	146.5	100.3	139.8	183.3	182	121	148.8	138.5	153.8	276.5
219433_at	85	83	93.3	101	151	108.5	83.5	96	150.5	147
219434_at	139.5	94.5	173	169	166.8	126.5	191.3	187.5	225	445.5
219435_at	230.5	268.5	296.5	309.3	443.3	292.5	325.5	328.5	341.5	349.5
219436_s_at	124.8	88.5	118.5	164	141.3	112.8	119.8	112.5	129	204.3
219437_s_at	376.3	235.5	437	470.5	576	367	309	374.8	296.3	394.3
219438_at	141.8	108.8	188	212.8	226.3	138.5	191	188	204	272.3
219439_at	103.5	103.3	123	165	147	109.8	133	151.5	138	199.5
219440_at	87.5	68	95.3	98	106.8	89.3	90.8	88.8	104.8	260.5
219441_s_at	209.8	156.8	215.5	316.5	282.8	201.8	218.3	243.5	217.8	325
219442_at	267.5	263.3	433.5	379.8	519	320.8	377	433	382.8	400.3
219443_at	144	117	192.3	163.8	163	131	186.3	178	205	210
219444_at	249.5	211.3	309	299	380.5	208.3	274.5	317.5	346	415
219445_at	298.3	243.3	380.3	410.3	479.3	307	231.5	365	428.5	408
219446_at	163	110.8	176	172.5	212.5	136	127.3	179	157.3	246.5
219447_s_at	180.8	145.5	245.5	219.3	329.8	181.8	256.5	241	277.3	403.3
219448_at	131.3	120	138.3	136.3	203.3	127	176.5	163.8	200	211.8
219449_s_at	171.3	222.5	382.5	303.8	386.5	212	461.3	304.5	446.8	398.8
219450_at	100	76.8	112.3	129.5	132.3	98.8	107.8	102.3	130	241.3
219451_at	157.3	94	144	174.5	180.5	126.3	160.3	143.3	169.3	219.3
219452_at	416.5	516	531	582.5	786.8	750.3	453.5	564.3	544.3	496
219453_at	144	123.3	185	180.5	214.3	147.8	218.8	203	193.3	272.8
219454_at	124.8	81.5	126.3	139.8	165.5	96.5	140.8	146.5	151.5	199.3
219455_at	115.5	103.8	129.5	152.8	173.5	128	137.5	144.8	167.3	275
219456_s_at	138.3	105.3	315.5	323	387.5	195.3	220.5	308	343.5	371
219457_s_at	200	184	335.3	357.8	332	272	230	300.3	343	395.8
219458_s_at	184.8	145.8	210.3	241	252.5	189	216	222	243.5	277.5
219459_at	164.5	123.3	186.5	236.5	275.3	170.3	194.8	208	228.3	258
219460_s_at	204.3	242.8	303	285.5	403	246.5	278.8	294.5	350	395
219461_at	116	96.8	118.3	166.3	161.3	123.3	124	126.8	145.8	196.3
219462_at	178	127	196	264.8	289	173.3	194.5	188	214.3	266.3
219463_at	194	136.8	207.3	223.3	248.8	144	212.5	206.3	248	256.5
219464_at	186.8	136	211	261.3	251.8	164.5	197.5	192.5	237	339.3
219465_at	82	78.5	87.8	118.3	128.5	85.5	99.5	96.8	125.5	198.5
219466_s_at	77	66.5	76.8	73.8	85.3	79.3	81	73.3	102.8	170.3
219467_at	123.5	119.8	108	138	208.3	134.3	120.3	116	131.8	208.3
219468_s_at	121.8	100.5	143.3	145.3	181	110.3	172.8	162.8	160.8	394.3
219469_at	120	111.3	152.5	191	188	120.3	156.3	169.5	199.3	249.3
219470_x_at	84.8	86.3	105.3	109.5	113.3	94	96.5	104.8	131	188
219471_at	1273.3	2690	1289.3	1077	1949	2434.8	1399.3	1644	1623.3	1138.5
219472_at	133.5	102.8	141.8	179	204	121.8	157	147.3	170	260.3
219473_at	145.8	108	188	185	225	133.5	190.8	158.8	189	296.3
219474_at	88.3	67.3	119.5	113.5	107.5	86.3	109.3	93.5	109	209.3
219475_at	157.3	134.5	204	212.8	201.8	147	217.8	174.5	209.3	346.5
219476_at	98.5	79	115	135.3	132.3	109.8	103	107.5	136	203
219477_s_at	109.8	115.3	126.5	137.3	178.5	146	145.5	150.5	162	308.5
219478_at	139.8	118.5	166	187.3	208	155	181.5	168.3	215.5	291.5
219479_at	74	69.5	98.3	91.5	108.3	82.3	100.8	90.3	119	167.8
219480_at	177.3	140.8	192.5	227.5	247.5	155.5	188.8	220.8	230.8	359
219481_at	138.3	123	215.5	180.3	199	192	248	268	275.8	283
219482_at	161.3	131	227.5	190	232.5	181.3	276	222.5	219.3	305.5
219483_s_at	163.8	170.5	265.8	197.5	283.3	179.3	211.5	230	291.8	414.5
219484_at	114	105	176.5	150	188.8	132	156	171	185.3	243
219485_s_at	173.3	188.8	284	224.5	357.5	263.8	273	305.8	333	348.5
219486_at	339.3	265.5	431.3	553	506.5	353.5	407	461.5	474	621
219487_at	63	65.3	73	69	91.5	80.8	84.3	74.3	89.8	137.3
219488_at	119.3	103.3	157.8	183.3	212.5	139.8	161.3	153.3	164.8	290.5
219489_s_at	127.3	102.3	163.5	138	184.5	111.3	157	142.8	152	276.8
219490_s_at	141	123.8	189.5	203	258.5	119.5	198	189.5	187.5	279.8
219491_at	149.3	142	189	215	206.3	176.3	179.3	163.5	173.5	274.3
219492_at	142	124.5	241.5	247.3	257	176	241.5	260.8	281.5	335
219493_at	65.3	57.8	75.3	75	84.3	64.3	84.3	69.5	91.5	169
219494_at	124.5	91	120.5	162	168	121.8	148	128	138.3	250.8
219495_s_at	98.8	91.8	118.3	133.8	157.3	114	121	122.8	153.8	174.5
219496_at	103.5	144.3	134.5	125.8	214	110.8	159.8	117	137.5	213.8
219497_s_at	460	432	709	710	537	539	554.8	851	829	571
219498_s_at	456.3	389.5	820	852.3	694.3	595.3	528.8	749	539.8	506.3
219499_at	128.3	121.3	150.5	177.3	183.5	114.5	151.3	155.5	187.5	302.3
219500_at	242	162.8	378.5	339.5	301.3	226.5	346	324.8	341.5	452.3
219501_at	126.3	77	137	126.5	138.5	102	119.5	111.8	155.8	251.8
219502_at	113	80.3	122	114	152.3	100.5	147.8	125	140.5	177.8
219503_s_at	134.8	92.3	134	181.5	166.5	114.3	125	129	150.8	229
219504_s_at	126.5	98.3	129	147.5	167.3	113.8	127.5	133	145.3	239
219505_at	389.3	368	771.8	558	1307.8	336	654	711.3	845.3	946
219506_at	150	120.8	160.3	244	193.8	149.8	176.5	202.8	217.8	286
219507_at	141	90.3	173.5	197.8	149.5	144.8	138	166.8	167.3	251.3
219508_at	151.8	119.3	183	233.5	230	133.5	191.3	155.8	237.8	266.8
219509_at	160	113.3	188.3	191.5	213.5	151.3	216.8	188.3	201.3	380.8
219510_at	162.3	116.3	195.5	257.3	234.8	180.5	218.8	233.8	260.8	216.3
219511_s_at	128	96	136.8	141.5	162.3	116	149.5	157.5	139.3	220
219512_at	114	73.3	115.8	135	123.5	77	117	117.3	121.3	212.8
219513_s_at	115.3	92.5	179.5	141.8	251.5	148	166.3	167	168.8	312.3
219514_at	128.8	103.5	161.5	156	199.5	132.3	167.5	160	166	303.5
219515_at	115	119.5	180.5	161	169.8	124.5	147.8	180.8	206.5	219.5
219516_at	117.8	87.3	136.8	143.5	154.8	111	146	138.8	165	273.8
219517_at	174	231.8	164.8	179.3	357.5	424.3	177.8	171	181	272.8
219518_s_at	155.3	187.3	173.3	157.5	299.5	329	173.3	173.8	173.5	252
219519_s_at	154.8	91.5	136.5	170.8	162.8	114.5	185.8	190.3	167.5	310.5
219520_s_at	236	541.8	513.3	306.3	411.3	323.5	328	535.3	431.3	487
219521_at	184.3	155.3	202.3	216.8	299.5	164.5	258	255	254.5	310.3
219522_at	125.3	113	147.3	181.3	180.3	117.8	175.5	151	151	270.5
219523_s_at	84.8	76.3	103.5	106	110.5	89.5	101.5	95.3	106.5	263.3
219524_s_at	108.3	84.3	133.3	133.3	133.8	107.3	144.3	125.8	122.5	209.3
219525_at	132.3	102.3	134.5	160.3	184.5	118.8	147.3	139	154.8	236.8
219526_at	239.3	193.8	280.8	256	414	204	256.8	249.5	334.3	340.5
219527_at	131	91.3	134.3	155.8	157.5	117.8	158.3	155.3	131.3	251
219528_s_at	77.5	63.5	100.8	96	97	81.3	98	88	194	258.8
219529_at	70.5	68.8	87.3	101.3	100.8	81.5	118.8	85.3	129.3	201.3
219530_at	144	138.3	154.5	140	207.8	133.5	139	153.3	167	297
219531_at	123	115.3	189.3	178.3	198.8	138.3	158.8	155.5	188.8	229.5
219532_at	71.3	66	83	75	89.8	75	86	69.5	87.5	159.8
219533_at	108.3	87.3	150.8	133	167.5	107.5	146.5	132	144.3	251
219534_x_at	96.3	91.3	145.8	124.5	153.8	96.5	146.3	140	171.8	222.3
219535_at	143.8	108.5	182.8	159.3	208.3	138.3	157.8	175.8	135	281.3
219536_s_at	159	119	215.3	233.5	242.3	173.3	200	214.3	199.3	256.3
219537_x_at	122.5	100.3	141.3	167.5	164.3	121	167.3	137.3	138.5	252
219538_at	158	102	176.5	173.3	213	132.5	175	167.3	165.3	215.3
219539_at	149.8	138	181.3	215.5	266	163.3	196	187.3	189.3	265
219540_at	93.8	93	111.3	110	157.3	104.8	125.3	114.5	147.8	190.3
219541_at	130.5	123	188	242	275.8	173.8	195	149.5	219.3	334.8
219542_at	176.8	143.3	217.3	252.8	271.5	195.8	199.8	209.5	236.3	303.3
219543_at	82.5	63.3	89	100	113.3	94.8	97	94.5	105.8	143.8
219544_at	154.3	146.5	186	165.3	270.3	170	183	213.5	217.3	249.3
219545_at	139.5	123	175.3	211	217	149.3	166.3	179.5	183.3	296.5
219546_at	121.5	103	188.3	132.8	251.5	105.3	192.5	191.8	227.3	241.5
219547_at	171.3	160.5	264	210.8	337.5	179	178.3	191.3	272.5	306
219548_at	132.3	110.8	165	167.8	163.3	126.8	170.8	153	172	325.5
219549_s_at	178.8	141.5	299.3	291	256.3	165.5	285	257.3	365.5	359.5
219550_at	136.8	114	189.5	195.3	179	160.3	177.8	181.3	186.3	292.3
219551_at	381	469.3	517.5	313.8	173.3	304.8	725.5	559.8	473.8	620
219552_at	72.3	57.3	73.8	92.5	86.5	73	83.3	81.3	87.3	193.8
219553_at	118.3	104	159.3	160.5	176.8	142.5	149.5	158.3	172.3	296.8
219554_at	109.8	85.3	129.8	154.3	124.8	107	137.5	134.8	173.8	253.5
219555_s_at	102.3	90.5	141	114.3	145.3	108	138.5	124	177.5	336.5
